legId,searchDate,flightDate,startingAirport,destinationAirport,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsAirlineCode,segmentsCabinCode
2d4eda57e88febcd6437f8c015ea7001,2022-05-08,2022-06-12,BOS,OAK,0,False,False,False,493.0,600.58,0,,NK||NK,coach||coach
f3626ed23e8dbbaa471f4e243e34f001,2022-05-08,2022-06-12,CLT,DFW,0,False,False,False,288.37,332.1,5,953.0,DL||DL,coach||coach
e027e14f5b876e2d8a9562b87d33f000,2022-05-08,2022-06-12,DEN,SFO,0,False,False,True,394.42,438.6,9,954.0,UA,coach
e14681ebf7cedd0e3ba33a2d5b6a3002,2022-05-08,2022-06-12,DFW,LAX,0,False,False,False,162.0,269.58,0,,NK||NK,coach||coach
a07043a3df3f1eae1969b74c67991001,2022-05-08,2022-06-12,DTW,ATL,0,False,False,True,259.54,293.61,9,604.0,DL,coach
84faca0f4bba2cea274b489faba3d000,2022-05-08,2022-06-12,IAD,EWR,0,False,False,False,356.28,410.7,7,872.0,AA||AA,coach||coach
59d2987f899dacc56ff09ceab9464000,2022-05-08,2022-06-12,JFK,ORD,0,False,False,False,495.81,556.6,2,815.0,DL||UA,coach||coach
5375b8fa6f9dd96ddbee9a2e802ba001,2022-05-08,2022-06-12,LAX,SFO,0,False,False,True,124.65,148.6,7,339.0,AS,coach
b426a878b2b2a46aed13f9c3f186c001,2022-05-08,2022-06-12,SFO,JFK,0,False,False,True,552.56,608.6,7,2566.0,AS,coach
3f5b6d074e5cdf31aa24975906254001,2022-05-08,2022-06-12,SFO,JFK,1,False,False,False,551.63,622.2,7,2791.0,AA||AA,coach||coach
d7daee026ed42fd05a45bacd1902b002,2022-05-08,2022-06-13,ATL,PHL,0,False,False,True,282.79,318.6,2,667.0,DL,coach
d2457f971a6dbd49a0f0ecc543f3f001,2022-05-08,2022-06-13,DFW,MIA,0,False,False,False,200.93,239.6,7,1191.0,AA||AA,coach||coach
b9fba8882e049b6f8ab1cf1aa8e0c002,2022-05-08,2022-06-13,DTW,BOS,0,False,False,False,394.41,447.59,3,1102.0,UA||UA,coach||coach
6ff82dd673605bbe2d54ac5fc9f44002,2022-05-08,2022-06-13,DTW,OAK,0,False,False,False,219.0,326.58,0,,NK||NK,coach||coach
0d7858f95500c982f70329c1dd36a000,2022-05-08,2022-06-13,OAK,EWR,1,False,False,False,574.88,641.6,4,2796.0,DL||AS,coach||coach
089ae0c9b6658b618ed67bba03b11000,2022-05-08,2022-06-13,OAK,ORD,0,False,False,False,637.2,708.59,9,1839.0,DL||DL,coach||coach
8b7f5ed9c4f33fec2bd647ab417f9001,2022-05-08,2022-06-13,OAK,PHL,1,False,False,False,251.54,294.01,4,2510.0,F9||F9,coach||coach
6a05c5c8839a463ec4f7a4965ccd1002,2022-05-08,2022-06-13,PHL,BOS,0,False,False,True,64.19,83.6,7,280.0,B6,coach
fec5b62a23a6afa51c88f83048015000,2022-05-08,2022-06-14,ATL,LAX,0,False,False,False,469.77,528.6,6,2055.0,UA||UA,coach||coach
61100c891fc941d02a8928d20afd5001,2022-05-08,2022-06-14,BOS,LGA,0,False,False,True,78.14,98.6,7,185.0,AA,coach
4157312a3cd52615d3379b942987a000,2022-05-08,2022-06-14,DEN,LAX,0,False,False,False,202.79,241.6,4,954.0,DL||DL,coach||coach
da1cbc9c1c04aa83430e11efd5a39001,2022-05-08,2022-06-14,DFW,LAX,0,False,False,True,366.51,408.6,7,1238.0,AA,coach
cc83966c3f200b27481f1a1ca7304002,2022-05-08,2022-06-14,DFW,LGA,0,False,False,True,164.65,191.6,7,1380.0,AA,coach
6228fbe601fcc5fdc9f12da374e33002,2022-05-08,2022-06-14,DFW,ORD,1,False,False,False,323.72,377.2,7,927.0,AA||AA,coach||coach
e58d1cd43eb2185511f9239acfe24002,2022-05-08,2022-06-14,OAK,CLT,0,False,False,False,613.03,687.11,2,2532.0,DL||UA||UA,coach||coach||coach
881d77e96760b71840e6366dcffe9001,2022-05-08,2022-06-14,PHL,DTW,0,False,False,False,286.51,331.6,1,582.0,UA||UA,coach||coach
af4aaf40f5d286a57a110b87f461a000,2022-05-08,2022-06-15,ATL,OAK,1,False,False,False,512.01,579.61,4,2152.0,F9||F9,coach||coach
005952a5809d166a169b287fcd22c000,2022-05-08,2022-06-15,CLT,EWR,0,False,False,True,153.49,178.1,7,545.0,B6,coach
854c004cafd5568088e277aece31c002,2022-05-08,2022-06-15,DFW,ATL,0,False,False,False,237.21,278.6,9,924.0,UA||UA,coach||coach
62d2c04b953d9b92b8ca9ccef7e2f002,2022-05-08,2022-06-15,IAD,ATL,0,False,False,True,199.07,228.6,7,541.0,UA,coach
c673f622863ea98f3b708d91dc853002,2022-05-08,2022-06-15,JFK,DFW,0,False,False,True,366.51,408.6,7,1380.0,B6,coach
dbc45cc40fa794174c9d220070cf1000,2022-05-08,2022-06-15,LAX,DFW,0,False,False,True,366.51,408.6,7,1238.0,AA,coach
a5683ba82fcc809834e66de9515a1001,2022-05-08,2022-06-15,OAK,DEN,0,False,False,False,584.18,651.59,7,1689.0,AS||AS,coach||coach
5bca0bdeb660fb12bead31220c1ca002,2022-05-08,2022-06-15,PHL,DEN,0,False,False,False,450.23,503.1,9,672.0,UA||UA,coach||coach
f087560df2a99f98de565bb0dca17002,2022-05-08,2022-06-15,SFO,DTW,1,False,False,False,568.37,640.2,7,2087.0,UA||UA,coach||coach
cba6784e591fea60f1bd864a1ca1c000,2022-05-08,2022-06-16,DFW,CLT,0,False,False,True,320.0,358.6,7,930.0,AA,coach
1a233690dc93cec1440d8aec6e01e000,2022-05-08,2022-06-16,DFW,DTW,0,False,False,False,226.98,267.6,9,1329.0,DL||DL,coach||coach
b604e930b5342b908e48ccd79dc39001,2022-05-08,2022-06-16,LAX,CLT,0,False,False,False,549.77,620.2,9,2337.0,UA||UA,coach||coach
5b7d7235bbb768881e724b7145053000,2022-05-08,2022-06-16,LAX,DEN,0,False,False,True,254.88,288.6,6,848.0,UA,coach
571cec3f90ec47f27f9fcb691432c001,2022-05-08,2022-06-16,LGA,ORD,0,False,False,True,120.0,143.6,1,720.0,UA,coach
98d9159b78b0bc9c4971536e5b267002,2022-05-08,2022-06-16,MIA,CLT,0,False,False,False,296.75,342.61,7,663.0,AA||AA,coach||coach
41dd59dc5293f6b25af0c689ed0df002,2022-05-08,2022-06-16,MIA,LGA,0,False,False,False,304.19,356.2,4,1912.0,UA||UA,coach||coach
d39307a0d0e32ae3f4777a6596913002,2022-05-08,2022-06-16,SFO,JFK,1,False,False,True,575.82,633.61,7,2566.0,AA,coach
ec2b64ab6741514c504eb3c7b78f5000,2022-05-08,2022-06-17,ATL,SFO,0,False,False,True,403.72,448.6,9,2135.0,DL,coach
e35938822c5500781e655453eefb2000,2022-05-08,2022-06-17,CLT,MIA,0,False,False,False,342.33,395.71,8,824.0,DL||DL,coach||coach
2484f619db4f7d6245c85a050e8dc002,2022-05-08,2022-06-17,DFW,LAX,0,False,False,False,349.76,399.59,2,1616.0,UA||UA,coach||coach
272edf9a9d5c321844800e1fd53cd000,2022-05-08,2022-06-17,SFO,MIA,0,False,False,False,612.09,681.6,9,2670.0,UA||UA,coach||coach
776581ce0a0a8f7b67e2d16269c84001,2022-05-08,2022-06-17,SFO,MIA,0,False,False,False,619.02,694.65,7,3670.0,B6||B6,coach||coach
274940bd908c42d77397f93bff07e000,2022-05-08,2022-06-18,BOS,OAK,0,False,False,False,733.02,816.1,9,2945.0,UA||UA||DL,coach||coach||coach
c949da45a0a2b4e61ba460445b136000,2022-05-08,2022-06-18,DEN,CLT,1,False,False,False,373.96,431.21,7,1580.0,AA||AA,coach||coach
b89cac9ba6ad0c497178eadfeea70001,2022-05-08,2022-06-18,LGA,DFW,0,False,False,False,205.58,244.6,4,1428.0,AA||AA,coach||coach
e8e10c9e2a6a41b6197873fb1ca02000,2022-05-08,2022-06-18,SFO,LGA,0,False,False,False,466.98,525.6,9,2575.0,UA||UA,coach||coach
f8b797fef66579cb29cd67e7024b9000,2022-05-08,2022-06-19,ATL,IAD,0,False,False,True,240.93,273.6,7,541.0,DL,coach
14062d2d1627ad04b2396ce98f12d002,2022-05-08,2022-06-19,CLT,PHL,0,False,False,True,245.58,277.1,7,449.0,AA,coach
813d1473e1cde74c19fbaba6fe335002,2022-05-08,2022-06-19,DEN,ATL,0,False,False,False,441.87,504.21,7,1375.0,AA||AA,coach||coach
d7d599ee94ea2fd38085ddc262d4d001,2022-05-08,2022-06-19,IAD,LGA,0,False,False,False,412.1,466.61,8,1089.0,UA||DL,coach||coach
c499cbe31c3afe27982053ce1990e001,2022-05-08,2022-06-19,JFK,CLT,0,False,False,False,588.83,662.19,9,548.0,DL||UA,coach||coach
995c9e2795363369b427fc53aaa19000,2022-05-08,2022-06-19,JFK,ORD,0,False,False,True,146.98,172.6,1,720.0,AA,coach
395083d283c94f94284e22ea741f6001,2022-05-08,2022-06-19,LAX,JFK,0,False,False,True,482.92,533.74,7,2458.0,AA,coach
bd08774338cd40593e9517a3c69fa002,2022-05-08,2022-06-19,MIA,LAX,1,False,False,False,305.0,412.58,0,,NK||NK,coach||coach
7be23a9c9618416bf5d4d7a6527a2002,2022-05-08,2022-06-19,OAK,DTW,1,False,False,False,898.6,994.1,4,3024.0,DL||UA||UA,coach||coach||coach
a6a4e451448a1b578af2796dc76e0000,2022-05-08,2022-06-20,BOS,ORD,1,False,False,False,171.16,213.2,9,905.0,DL||DL,coach||coach
062df2c74fe94c13da03e81a02d90000,2022-05-08,2022-06-20,DFW,JFK,0,False,False,False,264.19,307.6,2,1487.0,DL||DL,coach||coach
3083c7962dd903d20f345781536ca000,2022-05-08,2022-06-20,IAD,LGA,0,False,False,False,426.05,487.2,3,451.0,UA||DL,coach||coach
1dbbbf6eb4eba2f6a83e5a1589935000,2022-05-08,2022-06-20,LAX,PHL,0,False,False,False,705.12,781.6,4,2555.0,UA||UA,coach||coach
e66f386fe608143456116274e0eb2001,2022-05-08,2022-06-20,LGA,ATL,0,False,False,True,226.98,258.6,9,762.0,DL,coach
e6675eddf60891bc1c4693648fafe001,2022-05-08,2022-06-20,LGA,ORD,0,False,False,True,170.23,197.6,7,720.0,AA,coach
2e57ee608479ba69e5335ce56c8b5001,2022-05-08,2022-06-20,MIA,LGA,0,False,False,True,232.56,264.6,6,1104.0,AA,coach
d2ef6ef44238ece1c57ec31f73444002,2022-05-08,2022-06-20,SFO,LAX,0,False,False,True,106.05,128.6,7,339.0,AS,coach
be1234fe48bc714d770f9871b8b03000,2022-05-08,2022-06-21,BOS,ATL,0,False,False,True,152.56,178.6,9,947.0,DL,coach
29f754f9c21242da1ccf5dbebb88c001,2022-05-08,2022-06-21,BOS,IAD,0,False,False,False,249.31,297.21,4,406.0,DL||DL,coach||coach
ed5a070c1da2a53fd33d3a583de0f002,2022-05-08,2022-06-21,BOS,PHL,0,True,False,False,272.56,316.6,9,282.0,UA||UA,coach||coach
8159ef732c260f8ae7bdeaa91ea82001,2022-05-08,2022-06-21,IAD,DEN,0,False,False,False,400.93,453.1,2,1673.0,AA||AA,coach||coach
4cedcd5a6eea3128ad2405a3374fc002,2022-05-08,2022-06-21,LGA,IAD,0,False,False,False,137.58,176.0,5,594.0,AA||9X||9X,coach||coach||coach
5a2128a5b98b7be2fb42a38d542ca002,2022-05-08,2022-06-21,OAK,LGA,0,False,False,False,695.82,776.11,9,2807.0,DL||UA||UA,coach||coach||coach
bf214828fc1cf30aa0b834c39782f002,2022-05-08,2022-06-21,PHL,DFW,0,False,False,False,252.09,294.6,6,1300.0,AA||AA,coach||coach
6a6652e08b7d63b569b497eacf044002,2022-05-08,2022-06-21,SFO,PHL,1,False,False,False,451.16,508.6,7,3051.0,AS||AS,coach||coach
87e76e7116d99c389c70a66869c42002,2022-05-08,2022-06-22,BOS,CLT,0,False,False,True,147.91,173.6,7,728.0,AA,coach
af4af821848c9187fab94ad2f2ad3002,2022-05-08,2022-06-22,JFK,DEN,0,False,False,False,478.14,537.6,9,2531.0,DL||UA,coach||coach
66a6e0c09feb4bd38f4923d7f0e98001,2022-05-08,2022-06-22,LGA,IAD,0,False,False,False,398.14,451.6,9,451.0,DL||UA,coach||coach
369ed78d881be6483fc5496b48571000,2022-05-08,2022-06-22,ORD,ATL,0,False,False,True,199.07,228.6,9,600.0,DL,coach
621808a5b9594f6f1f3e6b71b28ae000,2022-05-08,2022-06-23,DFW,DTW,0,False,False,False,512.56,574.6,3,1039.0,UA||UA,coach||coach
d13689ced1ef1815629482eb78655001,2022-05-08,2022-06-23,JFK,DFW,0,False,False,True,200.93,230.6,7,1380.0,AA,coach
8edc8b438e844833a9a3f6a976549002,2022-05-08,2022-06-23,LGA,DTW,0,False,False,True,147.91,173.6,7,485.0,AA,coach
458e0ff2365907fa13f6a051b2fdc002,2022-05-08,2022-06-23,ORD,DEN,0,False,False,False,395.34,448.59,3,1034.0,DL||DL,coach||coach
bdd042f850e055ac3707787960b33001,2022-05-08,2022-06-23,PHL,EWR,0,False,False,False,317.22,364.61,7,1392.0,AA||AA,coach||coach
15f2530d6d480c60eedaf6453834b000,2022-05-08,2022-06-24,BOS,SFO,0,False,False,False,1110.36,1217.24,7,2751.0,AA||AA,coach||coach
ea18dc350822bad3e4ab6b7eac2a1001,2022-05-08,2022-06-24,DEN,PHL,0,False,False,False,491.17,551.61,7,1948.0,AA||AA,coach||coach
b36aa82ae76c873aff7037103d6da002,2022-05-08,2022-06-24,IAD,CLT,0,False,False,True,258.61,292.61,7,327.0,AA,coach
e6eefab3514de638c3abe2d9dfe03000,2022-05-08,2022-06-24,IAD,LAX,0,False,False,False,506.05,567.6,5,2376.0,DL||DL,coach||coach
28bdc0d8316a3f559cc19d850cbcc001,2022-05-08,2022-06-24,LAX,IAD,0,False,False,False,556.28,627.2,3,2452.0,DL||DL,coach||coach
24a9ab3aa1448c53ba0ba08a87380001,2022-05-08,2022-06-24,LAX,JFK,0,False,False,False,371.16,422.6,7,3443.0,AA||AA,coach||coach
c42cf7d285666e933789ee609aef3000,2022-05-08,2022-06-24,MIA,IAD,1,False,False,False,255.82,298.61,9,1137.0,DL||DL,coach||coach
de6ad38e97220a5fee0a4ccd3bf82000,2022-05-08,2022-06-24,MIA,ORD,0,False,False,False,367.44,418.6,9,1824.0,DL||DL,coach||coach
6391548503140f0c9e44ab7196dbb000,2022-05-08,2022-06-25,DEN,CLT,0,False,False,False,357.21,407.6,5,1792.0,UA||UA,coach||coach
91ff4b8d06fa5d19837e761b08fa5000,2022-05-08,2022-06-25,EWR,ORD,0,False,False,True,264.19,298.6,8,720.0,UA,coach
d9c4c04bacdbb4e859e5d6a5a9446000,2022-05-08,2022-06-25,IAD,DEN,0,False,False,False,332.1,380.61,6,1842.0,DL||DL,coach||coach
27b67630e65ea8cc61f65484cf534002,2022-05-08,2022-06-25,MIA,JFK,1,False,True,False,3278.3,3543.27,7,2663.0,AA||B6,coach||coach
2277eb2a18c92626127fbb180e57e002,2022-05-08,2022-06-26,BOS,OAK,0,False,False,False,927.45,1025.11,6,2981.0,UA||UA||DL,coach||coach||coach
42800835b3bf6486182e2f707f869000,2022-05-08,2022-06-26,EWR,PHL,0,False,False,False,450.23,506.1,7,994.0,AA||AA,coach||coach
4bc0e4dd4b96f3b31273eeaefe75b000,2022-05-08,2022-06-26,MIA,ATL,0,False,False,True,80.0,136.59,0,,NK,coach
b2947e350421c6ccd54e096815e6d001,2022-05-08,2022-06-27,DFW,CLT,0,False,False,False,260.47,303.61,6,1061.0,AA||AA,coach||coach
5100a9cab78eded8cf002da38c567001,2022-05-08,2022-06-27,DFW,IAD,0,False,False,True,440.93,488.6,9,1177.0,UA,coach
f3c4ce53d39912b62da28d79f685a002,2022-05-08,2022-06-27,JFK,CLT,0,False,False,True,240.93,273.6,7,545.0,B6,coach
9414aca7fac295c01e7ab59c6d1f9001,2022-05-08,2022-06-27,LGA,ATL,0,False,False,True,170.24,197.61,7,762.0,B6,coach
dead89b37deb9b4fc42199c157f90002,2022-05-08,2022-06-27,MIA,ORD,1,False,False,False,614.02,687.77,1,1320.0,AA||AA||9K||9K,coach||coach||coach||coach
88920de8d3fced5429a026634d67c001,2022-05-08,2022-06-27,ORD,EWR,0,False,False,False,330.23,378.6,9,725.0,DL||DL,coach||coach
90a1a66dc606b381fed83358bd98c002,2022-05-08,2022-06-27,ORD,LGA,0,False,False,True,170.23,197.6,7,720.0,B6,coach
bf413408b9577c1afd40015c26a6c002,2022-05-08,2022-06-27,PHL,LAX,0,False,False,False,437.21,493.6,7,2419.0,AA||AA,coach||coach
66df53b12aec4c48d5a626a40b4c7001,2022-05-08,2022-06-28,BOS,ATL,0,False,False,True,310.7,348.6,9,947.0,DL,coach
ac89339593a6a98f49f48f9528c78001,2022-05-08,2022-06-28,BOS,MIA,0,False,False,False,262.32,311.19,8,1289.0,UA||UA,coach||coach
5e897c7c8fde1160026925063c496001,2022-05-08,2022-06-28,CLT,DEN,0,False,False,True,166.87,192.49,4,1346.0,F9,coach
9967844bcf782d783e308a2a76ef6000,2022-05-08,2022-06-28,CLT,ORD,0,False,False,False,117.21,148.1,7,1265.0,AA||AA,coach||coach
ff6fac29168f660778782d764e88e000,2022-05-08,2022-06-28,DEN,JFK,1,False,False,False,500.47,567.21,9,1685.0,UA||DL,coach||coach
000dbb639855acd120b621301a088001,2022-05-08,2022-06-28,JFK,LAX,1,False,False,False,648.37,720.6,7,2917.0,AS||UA,coach||coach
05c3922250360c5109f90b56c7055002,2022-05-08,2022-06-28,LAX,BOS,1,False,False,False,215.0,322.58,0,,NK||NK,coach||coach
6ca3fff5b29d12fc13a6fb2c5f8ef002,2022-05-08,2022-06-28,LAX,BOS,0,False,False,True,506.05,558.6,9,2606.0,DL,coach
29548a1d644318a338cc44cc8da76001,2022-05-08,2022-06-28,LAX,OAK,0,False,False,False,323.73,377.21,6,1628.0,AS||AS,coach||coach
0ebd0db18cba63802fd94b08af1bc002,2022-05-08,2022-06-28,LGA,BOS,0,False,False,True,96.74,118.6,7,185.0,AA,coach
b4467553e873391228726a2279b57002,2022-05-08,2022-06-28,PHL,DFW,0,False,False,True,361.86,403.6,7,1298.0,AA,coach
f2831dfad01be6f41b1c009412907001,2022-05-08,2022-06-28,SFO,EWR,0,False,False,False,644.65,716.6,9,2897.0,DL||DL,coach||coach
db221c2dca4f1c8b0cf237bc20e75002,2022-05-08,2022-06-28,SFO,PHL,1,False,False,False,646.51,718.6,9,2530.0,DL||DL,coach||coach
7d399aa1dabdb39f18849ed625424002,2022-05-08,2022-06-29,IAD,BOS,0,False,False,False,467.91,525.1,7,1055.0,AA||AA,coach||coach
194a8564558d1edef947a355a8d6c002,2022-05-08,2022-06-29,LGA,IAD,0,False,False,False,259.53,306.7,7,872.0,AA||AA,coach||coach
5cda95f0c847bad9b5b1a07cdc35d001,2022-05-08,2022-06-29,OAK,CLT,1,False,False,False,731.17,814.11,7,2675.0,DL||UA||UA,coach||coach||coach
c877c9a89fd21d3bda4f00fdcee78002,2022-05-08,2022-06-29,PHL,OAK,0,False,False,False,547.91,622.7,9,2755.0,UA||UA||DL,coach||coach||coach
ebadfb2dad9ad6962e03964a70cd0001,2022-05-08,2022-06-29,SFO,PHL,0,False,False,False,608.37,677.6,3,2766.0,AA||AA,coach||coach
b919803c5bb38971ffdd4a1c757aa002,2022-05-08,2022-06-30,BOS,DEN,0,False,False,False,371.17,422.61,7,2206.0,AA||AA,coach||coach
c17211137f99046d6c01bde28a8e0000,2022-05-08,2022-06-30,DEN,LGA,0,False,False,False,250.24,292.61,7,2030.0,AA||AA,coach||coach
363a14a27a01794a4607cd7306bdc002,2022-05-08,2022-06-30,DEN,MIA,0,False,False,False,325.96,374.01,4,1803.0,F9||F9,coach||coach
1998d950efbf5cb6d6462c8f2de46001,2022-05-08,2022-06-30,LAX,ATL,1,False,False,False,472.56,531.6,9,2610.0,DL||DL,coach||coach
f6be12812cf1509d515e2c451a147001,2022-05-08,2022-06-30,LAX,BOS,1,False,False,False,649.3,721.6,7,2643.0,AS||UA,coach||coach
017325e8623497f8da33a1cecdb59000,2022-05-08,2022-06-30,ORD,ATL,0,False,False,True,245.58,278.6,2,600.0,UA,coach
e3dc7c77c42a71ecbdc4be8763577001,2022-05-08,2022-06-30,ORD,LGA,0,False,False,True,120.0,143.6,7,720.0,UA,coach
f96ae1084701bd140f4a49cb61395001,2022-05-08,2022-07-01,BOS,SFO,0,False,False,False,463.26,520.11,7,3020.0,AA||AA,coach||coach
070a4a45b7bb4e180947da0dd105c000,2022-05-08,2022-07-01,EWR,DEN,0,False,False,False,655.81,728.6,9,1702.0,DL||DL,coach||coach
499a89163e4957ebd251eabb01721002,2022-05-08,2022-07-01,LAX,PHL,1,False,False,False,310.69,357.59,9,2512.0,SY||SY,coach||coach
0e2ca3c6ca48949d0a1f35ce34905001,2022-05-08,2022-07-01,LGA,DFW,0,False,False,False,450.23,507.6,9,1652.0,UA||UA,coach||coach
840932b0942dee118de6830aeb7a9002,2022-05-08,2022-07-01,MIA,DFW,0,False,False,False,214.88,254.6,7,1191.0,AA||AA,coach||coach
81e8379bcb6ef3a1dd0e752e5c545002,2022-05-08,2022-07-01,MIA,LGA,0,False,False,True,208.37,238.6,7,1104.0,B6,coach
ef66ffde89010017f8a91b9ab8913002,2022-05-08,2022-07-01,OAK,LGA,0,False,False,False,751.63,836.1,6,2589.0,DL||UA||UA,coach||coach||coach
a46e0461378b50b0ee13acf2f2ba5000,2022-05-08,2022-07-01,ORD,BOS,0,False,False,True,284.65,320.6,7,862.0,AA,coach
58015e6dfb469855e917d701ff5e1002,2022-05-08,2022-07-02,CLT,ATL,0,False,False,False,603.72,671.1,9,868.0,UA||UA,premium coach||coach
ef0b0a046f76b89ec6e41adaa4408000,2022-05-08,2022-07-02,MIA,OAK,1,False,False,False,325.96,379.61,4,2580.0,F9||F9,coach||coach
541dd7acb9c582c9e8b57afb619ba000,2022-05-08,2022-07-02,MIA,OAK,0,False,False,False,788.84,876.1,5,2679.0,UA||UA||DL,coach||coach||coach
97a183332b15518e6c45a4a4a7921002,2022-05-08,2022-07-02,SFO,OAK,0,False,False,False,426.05,481.6,5,677.0,DL||DL,coach||coach
506ee1a822bd1c05cd0f79f1f23df001,2022-05-08,2022-07-03,ATL,LAX,1,False,False,False,488.37,548.6,9,2486.0,UA||UA,coach||coach
afd1fec80755083ad892c6d86e689001,2022-05-08,2022-07-03,CLT,JFK,0,False,False,True,171.16,197.1,2,545.0,DL,coach
eefbd52591716f3b05358e67f50de000,2022-05-08,2022-07-03,DEN,LGA,0,False,False,False,653.95,726.6,6,2295.0,UA||UA,coach||first
f617d02739f02517b229e089a362d002,2022-05-08,2022-07-04,BOS,CLT,0,False,False,False,390.71,449.21,4,729.0,F9||F9,coach||coach
3e0d02e59e730382490b90fab9d7f001,2022-05-08,2022-07-04,BOS,LAX,0,False,False,False,412.09,472.2,7,2643.0,DL||AS,coach||coach
bc076b0c9a00941b4e4398bc7803e001,2022-05-08,2022-07-04,BOS,MIA,0,False,False,True,161.86,188.6,7,1260.0,AA,coach
7ed67225cd4a0c0c86dfa1507c887001,2022-05-08,2022-07-04,CLT,EWR,0,False,False,False,37.0,143.08,0,,NK||NK,coach||coach
3f04df0672152658a9e953036a897001,2022-05-08,2022-07-04,CLT,MIA,0,False,False,False,95.0,201.08,0,,NK||NK,coach||coach
7f8c3c2d18f42e184d4d0df8bc5d0000,2022-05-08,2022-07-04,DEN,CLT,1,False,False,False,385.12,437.6,7,1580.0,AA||AA,coach||coach
2ada4178d1ef55100e26a71f3bfd0001,2022-05-08,2022-07-04,LAX,EWR,1,False,False,False,488.37,548.6,9,2681.0,DL||DL,coach||coach
0e47bcfc2ad9ba8ebb438b66d8b2f002,2022-05-08,2022-07-04,SFO,PHL,0,False,False,False,479.07,538.6,9,2802.0,DL||DL,coach||coach
00584b30083c3336524587da803a2002,2022-05-08,2022-07-05,ATL,EWR,0,False,False,True,236.28,268.6,9,762.0,DL,coach
354b911dce75137a2f992e009335e000,2022-05-08,2022-07-05,BOS,DFW,0,False,False,False,258.6,301.6,9,1565.0,DL||DL,coach||coach
41374f42e5ac0b068ff51b2316673000,2022-05-08,2022-07-05,BOS,DTW,0,False,False,False,249.3,291.6,7,797.0,AA||AA,coach||coach
3005ee49b0246a6261bce8045cafd001,2022-05-08,2022-07-05,CLT,DEN,0,False,False,False,384.19,435.1,2,1800.0,UA||UA,coach||coach
0ca084bba2b0f03e56cf03d79db3c002,2022-05-08,2022-07-05,DFW,LAX,0,False,False,True,122.0,178.59,0,,NK,coach
586f889e06fa063c2697b5671e061000,2022-05-08,2022-07-05,IAD,LGA,0,False,False,False,444.66,507.21,9,1303.0,DL||DL,coach||coach
85c7ec1782f2930ca97b4ca59f774000,2022-05-08,2022-07-05,JFK,LAX,0,False,False,True,371.16,413.6,2,2458.0,AA,coach
78e1106c2b6258e2fd7b309ded387002,2022-05-08,2022-07-05,MIA,PHL,0,False,False,False,531.17,594.61,9,1201.0,UA||UA,coach||coach
917f62e7ab29f70caf0135c5ad76d001,2022-05-08,2022-07-06,BOS,LAX,0,False,False,False,388.84,441.6,3,2611.0,DL||AS,coach||coach
797331f87526caf0e90fa87899f55002,2022-05-08,2022-07-06,JFK,ORD,0,False,False,True,170.23,197.6,7,720.0,AA,coach
244c29f496881151e466f4ded12b3001,2022-05-08,2022-07-06,LAX,JFK,0,False,False,True,371.16,413.6,7,2458.0,B6,coach
f558127427356e3f0d2570f0371a5002,2022-05-08,2022-07-06,LGA,LAX,0,False,False,False,365.58,416.6,4,2469.0,UA||UA,coach||coach
b5623e9727ef40f0095d86927b4f4002,2022-05-08,2022-07-06,ORD,BOS,1,False,False,False,329.29,383.19,9,905.0,DL||DL,coach||coach
1fc9e8f439bd2cfb8eaf1da9dfddb001,2022-05-09,2022-05-10,ATL,PHL,0,False,False,False,174.88,211.6,2,668.0,AA||AA,coach||coach
52a70ddc69a9b9743378a884e6f96000,2022-05-09,2022-05-10,BOS,DFW,0,False,False,False,115.35,147.6,9,1835.0,UA||UA,coach||coach
82620cbb944e729a69f9b5a319569000,2022-05-09,2022-05-10,DEN,DFW,0,False,False,False,174.88,211.6,8,1109.0,UA||UA,coach||coach
1e93422f0b31255d680903524fa55002,2022-05-09,2022-05-10,MIA,BOS,0,False,False,False,194.42,232.6,7,1289.0,B6||B6,coach||coach
b0f1307b7e50830a251e0ece5b83c002,2022-05-09,2022-05-10,PHL,EWR,0,False,False,False,337.68,386.61,7,1392.0,AA||AA,coach||coach
fdbd3bb62f1a532134187fb6e8b2a000,2022-05-09,2022-05-10,PHL,ORD,0,False,False,True,186.98,215.6,7,672.0,AA,coach
51283d34bf752fcc767833bc40561000,2022-05-09,2022-05-10,PHL,SFO,0,False,False,False,322.79,370.6,1,2724.0,AA||AA,coach||coach
d01d0a35d75aad8892e3e5b7e2370001,2022-05-09,2022-05-10,SFO,DEN,0,False,False,False,285.58,330.6,6,1033.0,UA||UA,coach||coach
cb036febb6631235711d2311583fa001,2022-05-09,2022-05-11,CLT,BOS,0,False,False,False,82.79,111.1,7,1912.0,AA||AA,coach||coach
acb92a1acc2637885eaa7de038dd7001,2022-05-09,2022-05-11,CLT,DFW,0,False,False,False,202.79,240.1,7,1767.0,AA||AA,coach||coach
dfc452b9ea25f86bc0c16bf206d6c002,2022-05-09,2022-05-11,DTW,JFK,0,False,False,False,440.93,502.1,1,1009.0,UA||UA||DL,coach||coach||coach
7123fcbf222222c10b754875291d9000,2022-05-09,2022-05-11,LAX,DFW,0,False,False,False,262.33,305.61,2,1219.0,AA||AA,coach||coach
