searchDate,flightDate,startingAirport,destinationAirport,totalFare,isNonStop,seatsRemaining,totalTravelDistance,isBasicEconomy,days_before_departure,departure_day_of_week,departure_month,search_day_of_week
2022-06-01,2022-06-16,LGA,OAK,691.7,false,1,2589.0,false,15,4,6,3
2022-05-29,2022-06-01,LGA,DEN,147.6,false,1,2030.0,false,3,3,6,0
2022-05-13,2022-05-22,IAD,LGA,521.61,false,9,523.0,false,9,0,5,5
2022-08-12,2022-09-15,BOS,LAX,254.61,true,7,2606.0,false,34,4,9,5
2022-04-19,2022-05-13,PHL,LAX,452.6,false,7,2417.0,false,24,5,5,2
2022-06-30,2022-08-04,PHL,JFK,531.6,false,9,1429.0,false,35,4,8,4
2022-07-07,2022-07-17,JFK,OAK,768.6,false,8,2796.0,false,10,0,7,4
2022-04-30,2022-05-29,ORD,LAX,491.6,false,7,2679.0,false,29,0,5,6
2022-05-23,2022-06-02,LGA,CLT,308.6,true,7,545.0,false,10,4,6,1
2022-07-22,2022-09-20,EWR,DFW,103.58,false,0,1480.0,false,60,2,9,5
2022-07-08,2022-08-29,EWR,DFW,458.6,false,9,1487.0,false,52,1,8,5
2022-04-24,2022-05-09,SFO,BOS,267.21,false,9,3168.0,true,15,1,5,0
2022-09-16,2022-09-30,PHL,LAX,230.58,false,0,2491.0,false,14,5,9,5
2022-05-07,2022-06-14,ATL,EWR,247.6,false,4,1700.0,false,38,2,6,6
2022-08-31,2022-09-07,LAX,BOS,300.6,false,9,2844.0,true,7,3,9,3
2022-05-28,2022-05-31,BOS,LGA,93.6,true,9,185.0,true,3,2,5,6
2022-07-05,2022-08-21,LAX,EWR,458.6,true,9,2470.0,false,47,0,8,2
2022-07-17,2022-08-11,LAX,ATL,158.59,true,0,2030.0,false,25,4,8,0
2022-08-14,2022-09-16,SFO,MIA,451.6,false,7,3670.0,false,33,5,9,0
2022-06-03,2022-07-15,EWR,IAD,123.61,true,9,221.0,true,42,5,7,5
2022-06-04,2022-07-29,DFW,LAX,427.7,false,3,1617.0,false,55,5,7,6
2022-04-25,2022-06-07,ATL,SFO,528.6,true,9,2135.0,false,43,2,6,1
2022-07-31,2022-09-13,LAX,CLT,226.6,false,7,2365.0,false,44,2,9,0
2022-08-03,2022-09-10,OAK,DFW,76.99,false,0,2025.0,false,38,6,9,3
2022-08-19,2022-08-31,MIA,DEN,336.6,false,7,1765.0,false,12,3,8,5
2022-09-02,2022-09-23,LGA,CLT,327.2,false,7,913.0,false,21,5,9,5
2022-08-12,2022-09-20,JFK,ORD,505.1,false,9,1137.0,false,39,2,9,5
2022-09-05,2022-10-04,DEN,PHL,133.99,false,4,2732.0,false,29,2,10,1
2022-05-30,2022-06-29,JFK,DEN,527.21,false,9,1623.0,false,30,3,6,1
2022-05-25,2022-07-10,DFW,DEN,248.6,true,6,650.0,false,46,0,7,3
2022-07-07,2022-07-24,DFW,JFK,571.71,false,9,1590.0,false,17,0,7,4
2022-10-03,2022-11-19,MIA,DEN,327.6,false,3,1834.0,false,47,6,11,1
2022-05-27,2022-07-13,JFK,SFO,618.6,true,7,2566.0,false,47,3,7,5
2022-07-02,2022-08-30,BOS,SFO,501.6,false,5,3168.0,false,59,2,8,6
2022-06-18,2022-08-17,CLT,LGA,160.1,false,7,564.0,false,60,3,8,6
2022-05-03,2022-06-29,MIA,CLT,202.58,false,0,824.0,false,57,3,6,2
2022-08-07,2022-08-08,BOS,EWR,218.6,true,9,185.0,false,1,1,8,0
2022-04-29,2022-06-14,ATL,BOS,298.6,true,9,947.0,false,46,2,6,5
2022-09-05,2022-10-03,DTW,DFW,192.6,false,9,1328.0,true,28,1,10,1
2022-07-13,2022-08-15,SFO,ATL,485.19,false,7,2308.0,false,33,1,8,3
2022-09-30,2022-11-14,DFW,ORD,308.6,false,9,1325.0,false,45,1,11,5
2022-07-05,2022-08-31,ATL,DEN,308.6,true,7,1207.0,false,57,3,8,2
2022-07-18,2022-07-28,DTW,ATL,444.59,false,9,932.0,false,10,4,7,1
2022-07-22,2022-08-11,LAX,DFW,294.6,false,7,1498.0,false,20,4,8,5
2022-06-25,2022-07-26,LAX,MIA,458.6,false,9,2522.0,false,31,2,7,6
2022-09-23,2022-09-24,CLT,JFK,247.1,true,7,545.0,false,1,6,9,5
2022-07-15,2022-07-19,EWR,DFW,248.6,false,2,1480.0,false,4,2,7,5
2022-08-11,2022-08-27,OAK,DFW,582.48,false,1,2176.0,false,16,6,8,4
2022-07-11,2022-08-30,BOS,ATL,158.6,true,7,947.0,false,50,2,8,1
2022-10-04,2022-10-27,SFO,ATL,357.6,false,3,2193.0,false,23,4,10,2
2022-07-23,2022-08-07,DFW,LAX,285.6,true,7,1238.0,false,15,0,8,6
2022-06-28,2022-08-17,DEN,MIA,203.6,false,9,2295.0,true,50,3,8,2
2022-09-25,2022-10-21,DEN,EWR,307.6,false,7,1623.0,false,26,5,10,0
2022-08-22,2022-10-04,LAX,DTW,298.6,true,4,1985.0,false,43,2,10,1
2022-09-16,2022-09-24,ORD,CLT,224.6,false,7,1121.0,false,8,6,9,5
2022-09-30,2022-10-12,PHL,ATL,75.99,false,4,1259.0,false,12,3,10,5
2022-06-16,2022-07-21,PHL,BOS,92.6,false,9,282.0,true,35,4,7,4
2022-07-03,2022-08-15,CLT,PHL,288.1,true,7,449.0,false,43,1,8,0
2022-05-06,2022-06-18,LAX,DFW,485.59,false,9,1498.0,false,43,6,6,5
2022-08-24,2022-09-06,BOS,SFO,298.6,false,7,2796.0,false,13,2,9,3
2022-05-08,2022-05-21,CLT,BOS,216.11,false,4,733.0,false,13,6,5,0
2022-10-04,2022-11-05,JFK,PHL,211.61,false,9,1428.0,true,32,6,11,2
2022-05-18,2022-06-23,JFK,LAX,357.59,false,10,3443.0,false,36,4,6,3
2022-09-09,2022-09-20,IAD,CLT,180.6,false,1,769.0,false,11,2,9,5
2022-06-25,2022-07-20,IAD,DEN,417.6,false,5,1510.0,false,25,3,7,6
2022-10-01,2022-10-18,CLT,ORD,295.11,true,7,592.0,false,17,2,10,6
2022-05-25,2022-06-14,SFO,ORD,727.6,false,9,2323.0,false,20,2,6,3
2022-07-23,2022-08-31,CLT,EWR,166.1,false,7,1312.0,false,39,3,8,6
2022-08-08,2022-09-21,LGA,MIA,148.6,true,7,1104.0,false,44,3,9,1
2022-08-15,2022-09-06,SFO,CLT,416.6,false,7,3111.0,false,22,2,9,1
2022-07-13,2022-07-26,LAX,ATL,482.59,false,7,1963.0,false,13,2,7,3
2022-05-08,2022-05-12,CLT,JFK,199.1,false,6,697.0,false,4,4,5,0
2022-05-25,2022-06-12,ORD,JFK,522.2,false,2,815.0,false,18,0,6,3
2022-06-28,2022-08-03,SFO,LAX,75.6,true,9,339.0,true,36,3,8,2
2022-08-04,2022-09-12,MIA,JFK,143.6,true,7,1104.0,false,39,1,9,4
2022-07-18,2022-08-30,ORD,MIA,163.6,true,7,1192.0,false,43,2,8,1
2022-05-28,2022-07-08,DTW,LGA,181.6,false,4,612.0,false,41,5,7,6
2022-08-17,2022-08-20,ATL,EWR,396.58,false,0,762.0,false,3,6,8,3
2022-09-16,2022-10-12,LGA,DFW,87.59,true,0,1380.0,false,26,3,10,5
2022-07-19,2022-09-13,LGA,DTW,150.61,false,7,807.0,false,56,2,9,2
2022-07-19,2022-07-23,CLT,ATL,421.1,false,5,1248.0,false,4,6,7,2
2022-08-18,2022-08-19,ORD,BOS,218.6,true,7,862.0,false,1,5,8,4
2022-08-04,2022-08-19,DFW,EWR,88.6,true,9,1380.0,true,15,5,8,4
2022-08-14,2022-09-06,LAX,EWR,397.6,false,7,2543.0,false,23,2,9,0
2022-07-23,2022-08-29,DFW,LAX,285.6,true,7,1238.0,false,37,1,8,6
2022-09-14,2022-09-27,DEN,OAK,544.2,false,7,1689.0,false,13,2,9,3
2022-09-17,2022-10-08,EWR,DEN,188.6,true,9,1621.0,false,21,6,10,6
2022-05-26,2022-06-19,LGA,SFO,678.61,false,7,2567.0,false,24,0,6,4
2022-10-01,2022-10-06,OAK,ATL,463.58,false,0,2439.0,false,5,4,10,6
2022-09-30,2022-10-01,OAK,LAX,628.6,false,4,1630.0,false,1,6,10,5
2022-09-22,2022-11-08,ATL,DTW,501.6,false,9,1247.0,false,47,2,11,4
2022-05-07,2022-06-02,BOS,EWR,232.19,false,9,1047.0,true,26,4,6,6
2022-07-29,2022-08-06,DEN,ORD,232.6,true,9,903.0,false,8,6,8,5
2022-10-05,2022-10-15,DFW,DTW,285.6,true,3,995.0,false,10,6,10,3
2022-10-01,2022-11-09,ORD,LGA,100.58,false,0,720.0,false,39,3,11,6
2022-04-27,2022-06-17,ATL,MIA,197.58,false,0,598.0,false,51,5,6,3
2022-08-02,2022-08-10,PHL,DTW,179.6,false,2,912.0,false,8,3,8,2
2022-07-27,2022-08-25,LGA,MIA,146.6,true,1,1104.0,false,29,4,8,3
2022-09-21,2022-10-24,LGA,CLT,167.21,false,7,913.0,false,33,1,10,3
2022-07-20,2022-09-14,EWR,SFO,337.61,false,7,2883.0,false,56,3,9,3
2022-05-09,2022-06-10,LAX,DEN,395.59,false,9,2215.0,false,32,5,6,1
2022-08-28,2022-08-30,DFW,LGA,147.6,false,7,1430.0,true,2,2,8,0
2022-07-16,2022-08-02,ORD,JFK,492.2,false,9,815.0,false,17,2,8,6
2022-07-30,2022-09-18,DEN,DFW,227.2,false,9,1109.0,false,50,0,9,6
2022-07-30,2022-09-14,LAX,DTW,285.2,false,9,2391.0,true,46,3,9,6
2022-05-06,2022-06-06,EWR,LAX,323.6,true,4,2458.0,false,31,1,6,5
2022-07-14,2022-08-10,OAK,DEN,477.2,false,9,1186.0,false,27,3,8,4
2022-08-21,2022-09-20,SFO,MIA,347.2,false,6,2599.0,false,30,2,9,0
2022-07-01,2022-08-16,LAX,OAK,341.98,false,3,1630.0,false,46,2,8,5
2022-09-25,2022-10-04,LGA,PHL,137.21,false,7,2120.0,false,9,2,10,0
2022-07-26,2022-09-11,DFW,LGA,142.6,false,7,1398.0,false,47,0,9,2
2022-07-15,2022-08-31,ORD,CLT,213.1,true,9,592.0,true,47,3,8,5
2022-08-22,2022-09-21,SFO,IAD,276.7,false,7,2725.0,true,30,3,9,1
2022-08-07,2022-09-09,CLT,IAD,137.1,true,7,327.0,true,33,5,9,0
2022-05-05,2022-06-15,PHL,MIA,358.6,false,9,1263.0,false,41,3,6,4
2022-09-14,2022-10-10,OAK,IAD,687.2,false,9,2633.0,false,26,1,10,3
2022-06-03,2022-07-06,IAD,LGA,241.2,false,7,891.0,false,33,3,7,5
2022-08-27,2022-09-29,JFK,ATL,136.1,false,7,773.0,true,33,4,9,6
2022-08-17,2022-08-25,ORD,MIA,118.6,true,9,1192.0,true,8,4,8,3
2022-09-02,2022-10-03,CLT,MIA,210.1,false,9,1250.0,true,31,1,10,5
2022-08-18,2022-09-22,MIA,EWR,227.2,false,9,1144.0,true,35,4,9,4
2022-09-22,2022-11-07,DEN,LAX,369.6,false,7,916.0,false,46,1,11,4
2022-10-04,2022-10-06,BOS,PHL,188.6,true,7,280.0,false,2,4,10,2
2022-06-15,2022-08-05,LAX,IAD,407.6,false,3,2679.0,false,51,5,8,3
2022-05-12,2022-06-15,DFW,LAX,254.61,true,7,1238.0,false,34,3,6,4
2022-09-18,2022-09-29,MIA,BOS,177.61,false,2,1289.0,false,11,4,9,0
2022-10-04,2022-11-16,LGA,CLT,120.6,false,7,548.0,true,43,3,11,2
2022-06-13,2022-08-08,DEN,BOS,468.2,false,8,1806.0,false,56,1,8,1
2022-08-06,2022-09-16,LAX,ATL,338.6,false,9,2055.0,false,41,5,9,6
2022-06-11,2022-07-15,ORD,LGA,198.58,false,0,720.0,false,34,5,7,6
2022-06-03,2022-06-16,DFW,DTW,657.6,false,9,1329.0,false,13,4,6,5
2022-08-09,2022-09-02,LGA,SFO,211.61,false,7,2883.0,false,24,5,9,2
2022-08-01,2022-08-25,IAD,LGA,206.6,false,4,594.0,false,24,4,8,1
2022-05-25,2022-06-02,DFW,SFO,398.6,false,2,1581.0,false,8,4,6,3
2022-09-18,2022-10-31,LAX,EWR,131.58,false,0,2470.0,false,43,1,10,0
2022-08-09,2022-09-04,MIA,DFW,218.61,false,9,1321.0,false,26,0,9,2
2022-04-20,2022-05-20,IAD,LGA,118.6,true,1,221.0,false,30,5,5,3
2022-08-01,2022-08-26,DTW,LGA,261.59,false,7,807.0,false,25,5,8,1
2022-09-25,2022-10-07,LAX,PHL,408.6,false,5,2855.0,false,12,5,10,0
2022-05-03,2022-05-15,ORD,CLT,295.58,false,0,921.0,false,12,0,5,2
2022-08-10,2022-08-30,LGA,LAX,127.1,false,7,2621.0,true,20,2,8,3
2022-09-25,2022-11-10,ORD,MIA,224.6,false,7,1824.0,false,46,4,11,0
2022-06-27,2022-07-17,DFW,LAX,636.2,false,7,1832.0,false,20,0,7,1
2022-05-23,2022-05-24,EWR,ORD,195.6,false,9,815.0,false,1,2,5,1
2022-07-02,2022-08-30,ATL,ORD,120.58,false,0,844.0,false,59,2,8,6
2022-08-23,2022-09-09,LGA,IAD,452.1,false,7,872.0,false,17,5,9,2
2022-10-01,2022-10-20,BOS,MIA,177.61,false,4,1283.0,false,19,4,10,6
2022-06-19,2022-07-26,BOS,DTW,182.19,false,9,670.0,true,37,2,7,0
2022-06-04,2022-07-01,IAD,LGA,471.1,false,7,872.0,false,27,5,7,6
2022-09-25,2022-10-08,LAX,CLT,489.6,false,5,2171.0,false,13,6,10,0
2022-08-16,2022-09-22,JFK,BOS,178.6,true,7,185.0,false,37,4,9,2
2022-06-26,2022-07-20,DEN,BOS,273.6,false,9,1806.0,false,24,3,7,0
2022-06-09,2022-08-02,LGA,LAX,557.6,false,7,2791.0,false,54,2,8,4
2022-05-08,2022-05-14,MIA,BOS,287.6,false,3,1289.0,false,6,6,5,0
2022-07-16,2022-07-27,CLT,MIA,180.1,false,7,660.0,false,11,3,7,6
2022-09-11,2022-10-01,ORD,DFW,50.59,true,0,1111.0,false,20,6,10,0
2022-09-12,2022-09-18,LGA,SFO,897.2,false,3,2897.0,false,6,0,9,1
2022-08-04,2022-09-16,CLT,SFO,437.1,false,7,2439.0,false,43,5,9,4
2022-08-16,2022-10-01,LAX,DTW,701.6,false,9,2067.0,false,46,6,10,2
2022-08-01,2022-08-02,DEN,SFO,253.6,false,5,1242.0,false,1,2,8,1
2022-07-18,2022-08-05,LGA,CLT,181.6,false,7,552.0,false,18,5,8,1
2022-10-01,2022-11-18,DEN,LGA,417.2,false,8,1634.0,false,48,5,11,6
2022-06-30,2022-08-07,DFW,OAK,517.11,false,4,1954.0,false,38,0,8,4
2022-05-27,2022-06-03,BOS,DFW,200.6,false,9,1617.0,true,7,5,6,5
2022-06-14,2022-07-13,EWR,LAX,437.2,false,1,2465.0,false,29,3,7,2
2022-05-22,2022-07-17,JFK,MIA,238.6,true,7,1104.0,false,56,0,7,0
2022-09-09,2022-10-21,ATL,DTW,156.1,false,7,733.0,true,42,5,10,5
2022-06-17,2022-06-23,MIA,BOS,177.61,false,7,1289.0,false,6,4,6,5
2022-08-06,2022-09-11,SFO,EWR,337.61,false,7,2883.0,false,36,0,9,6
2022-09-03,2022-10-12,PHL,EWR,191.2,false,9,932.0,true,39,3,10,6
2022-04-28,2022-06-17,LGA,IAD,226.01,false,7,594.0,false,50,5,6,4
2022-07-24,2022-08-30,LAX,JFK,236.6,false,7,2560.0,false,37,2,8,0
2022-05-22,2022-06-27,BOS,EWR,83.6,true,7,185.0,false,36,1,6,0
2022-08-05,2022-08-17,BOS,ATL,119.1,false,3,956.0,false,12,3,8,5
2022-06-18,2022-08-11,JFK,LAX,487.19,false,4,2905.0,false,54,4,8,6
2022-05-10,2022-05-16,EWR,DEN,698.6,false,9,1627.0,false,6,1,5,2
2022-08-18,2022-10-04,SFO,ATL,226.6,false,9,2161.0,false,47,2,10,4
2022-07-11,2022-08-18,ORD,OAK,422.2,false,1,1839.0,false,38,4,8,1
2022-09-22,2022-11-09,EWR,LAX,163.6,true,7,2458.0,false,48,3,11,4
2022-09-20,2022-09-24,BOS,LAX,338.6,false,9,2690.0,true,4,6,9,2
2022-07-23,2022-08-16,SFO,DFW,157.19,false,9,1604.0,true,24,2,8,6
2022-08-25,2022-09-16,LAX,DFW,68.59,true,0,1456.0,false,22,5,9,4
2022-05-22,2022-07-17,IAD,LAX,773.6,false,7,2370.0,false,56,0,7,0
2022-06-30,2022-07-29,MIA,IAD,328.6,false,5,1325.0,false,29,5,7,4
2022-08-13,2022-09-18,ATL,DTW,246.58,false,0,840.0,false,36,0,9,6
2022-06-16,2022-08-10,ORD,DTW,168.61,true,9,240.0,false,55,3,8,4
2022-08-19,2022-09-07,PHL,CLT,160.6,false,9,895.0,true,19,3,9,5
2022-07-26,2022-09-12,LAX,EWR,186.6,false,9,2802.0,true,48,1,9,2
2022-08-07,2022-09-05,MIA,LAX,271.58,false,0,2457.0,false,29,1,9,0
2022-05-21,2022-06-14,JFK,ATL,218.6,true,6,762.0,false,24,2,6,6
2022-07-17,2022-08-06,LGA,SFO,2426.6,false,1,2848.0,false,20,6,8,0
2022-05-31,2022-06-07,EWR,DEN,317.6,false,2,2030.0,false,7,2,6,2
2022-08-12,2022-09-14,ATL,EWR,199.6,true,9,762.0,true,33,3,9,5
2022-07-04,2022-08-28,OAK,LGA,554.11,false,6,2854.0,false,55,0,8,1
2022-07-27,2022-09-08,OAK,PHL,343.7,false,9,2948.0,true,43,4,9,3
2022-09-02,2022-09-29,DEN,LAX,98.6,true,7,848.0,false,27,4,9,5
2022-05-08,2022-06-08,OAK,PHL,607.21,false,8,2510.0,false,31,3,6,0
2022-09-24,2022-10-06,LGA,BOS,288.6,true,3,185.0,false,12,4,10,6
2022-06-24,2022-07-01,ORD,SFO,278.6,true,9,1847.0,false,7,5,7,5
2022-04-25,2022-05-25,SFO,CLT,617.2,false,7,3111.0,false,30,3,5,1
2022-09-02,2022-10-04,IAD,DTW,137.6,false,9,1145.0,true,32,2,10,5
2022-04-23,2022-05-18,DFW,LGA,143.6,true,7,1380.0,false,25,3,5,6
2022-05-14,2022-05-28,EWR,ORD,228.6,true,9,720.0,false,14,6,5,6
2022-09-27,2022-10-20,DFW,DEN,377.2,false,2,1372.0,false,23,4,10,2
2022-05-06,2022-07-01,JFK,LAX,497.6,true,5,2458.0,false,56,5,7,5
2022-09-22,2022-10-22,IAD,CLT,108.6,true,9,327.0,true,30,6,10,4
2022-08-04,2022-09-15,MIA,CLT,158.6,false,9,1649.0,true,42,4,9,4
2022-07-21,2022-07-26,LAX,DEN,241.6,false,9,939.0,false,5,2,7,4
2022-04-23,2022-05-09,DTW,ATL,216.58,false,0,840.0,false,16,1,5,6
2022-05-29,2022-05-31,LAX,ORD,351.6,false,1,2206.0,false,2,2,5,0
2022-09-29,2022-10-21,SFO,PHL,556.7,false,6,3173.0,false,22,5,10,4
2022-08-20,2022-09-14,EWR,DTW,98.6,true,9,485.0,true,25,3,9,6
2022-09-30,2022-10-13,BOS,PHL,68.6,true,7,280.0,false,13,4,10,5
2022-08-08,2022-09-28,LAX,EWR,186.6,false,9,2802.0,true,51,3,9,1
2022-09-08,2022-10-01,ATL,LAX,177.61,false,7,2345.0,true,23,6,10,4
2022-07-06,2022-08-24,ATL,JFK,238.6,true,9,762.0,false,49,3,8,3
2022-06-29,2022-07-29,LAX,CLT,507.2,false,7,2141.0,false,30,5,7,3
2022-07-20,2022-09-17,MIA,OAK,536.7,false,7,3446.0,false,59,6,9,3
2022-08-14,2022-10-02,MIA,DEN,388.6,false,9,2466.0,false,49,0,10,0
2022-07-25,2022-08-14,PHL,OAK,742.7,false,5,2755.0,false,20,0,8,1
2022-08-19,2022-08-20,DFW,CLT,392.58,false,0,1065.0,false,1,6,8,5
2022-08-05,2022-08-16,ATL,LAX,347.61,false,7,3134.0,true,11,2,8,5
2022-04-20,2022-05-19,DEN,SFO,304.59,false,5,1205.0,false,29,4,5,3
2022-07-07,2022-07-19,ATL,OAK,815.7,false,9,2393.0,false,12,2,7,4
2022-04-17,2022-06-16,EWR,DFW,240.6,false,7,1519.0,false,60,4,6,0
2022-08-02,2022-09-21,DFW,LGA,162.6,false,9,1487.0,true,50,3,9,2
2022-07-05,2022-08-22,LGA,DFW,280.6,true,7,1380.0,false,48,1,8,2
2022-08-22,2022-08-25,DTW,LAX,308.58,false,0,2233.0,false,3,4,8,1
2022-07-31,2022-09-15,LGA,DEN,207.6,false,9,1694.0,false,46,4,9,0
2022-08-01,2022-08-17,BOS,IAD,296.7,false,1,1244.0,false,16,3,8,1
2022-05-02,2022-05-13,DFW,ORD,342.6,true,7,799.0,false,11,5,5,1
2022-07-19,2022-08-24,BOS,LGA,83.6,true,7,185.0,false,36,3,8,2
2022-07-11,2022-08-26,JFK,PHL,417.2,false,7,465.0,false,46,5,8,1
2022-07-13,2022-08-31,LGA,DFW,166.61,true,7,1380.0,false,49,3,8,3
2022-05-01,2022-05-04,LAX,DTW,419.58,false,0,2233.0,false,3,3,5,0
2022-06-16,2022-08-12,DFW,DTW,518.6,true,9,995.0,false,57,5,8,4
2022-09-14,2022-10-17,JFK,SFO,368.6,true,7,2566.0,false,33,1,10,3
2022-10-03,2022-11-08,DEN,LGA,98.6,true,9,1632.0,true,36,2,11,1
2022-10-02,2022-11-10,EWR,ATL,193.6,true,3,756.0,false,39,4,11,0
2022-07-11,2022-07-14,LAX,EWR,298.6,false,3,2465.0,false,3,4,7,1
2022-07-02,2022-07-09,JFK,ATL,541.6,false,7,762.0,false,7,6,7,6
2022-05-31,2022-06-15,DEN,PHL,407.19,false,3,1575.0,false,15,3,6,2
2022-05-06,2022-06-12,MIA,ORD,536.61,false,1,1824.0,false,37,0,6,5
2022-06-04,2022-06-08,DTW,CLT,345.71,false,1,1160.0,false,4,3,6,6
2022-10-04,2022-10-21,ORD,EWR,208.61,true,9,731.0,true,17,5,10,2
2022-07-28,2022-08-15,ORD,MIA,62.59,true,0,1517.0,false,18,1,8,4
2022-09-02,2022-10-20,PHL,DEN,292.6,false,9,1874.0,false,48,4,10,5
2022-06-14,2022-06-22,LGA,PHL,446.1,false,7,994.0,false,8,3,6,2
2022-07-21,2022-07-27,LAX,PHL,447.21,false,7,2886.0,false,6,3,7,4
2022-07-11,2022-09-06,CLT,JFK,160.1,false,1,547.0,false,57,2,9,1
2022-07-06,2022-08-23,DEN,MIA,203.6,false,7,1765.0,false,48,2,8,3
2022-06-26,2022-08-11,DFW,LAX,119.58,false,0,1456.0,false,46,4,8,0
2022-06-30,2022-08-01,LAX,JFK,277.2,false,2,2509.0,false,32,1,8,4
2022-05-13,2022-06-06,DTW,EWR,142.58,false,0,612.0,false,24,1,6,5
2022-05-08,2022-06-21,ATL,DFW,208.61,true,9,725.0,false,44,2,6,0
2022-06-10,2022-08-01,IAD,BOS,421.61,false,9,406.0,false,52,1,8,5
2022-08-22,2022-08-24,MIA,EWR,328.6,false,4,1638.0,false,2,3,8,1
2022-07-03,2022-08-14,DFW,BOS,267.6,false,7,1578.0,false,42,0,8,0
2022-07-15,2022-08-17,DTW,CLT,238.6,false,1,832.0,false,33,3,8,5
2022-09-13,2022-09-30,LAX,MIA,387.6,false,9,2341.0,false,17,5,9,2
2022-04-27,2022-05-07,DFW,ATL,147.6,false,9,924.0,false,10,6,5,3
2022-09-21,2022-10-19,ORD,PHL,281.3,false,7,1185.0,false,28,3,10,3
2022-08-01,2022-09-03,CLT,ORD,315.09,false,7,921.0,false,33,6,9,1
2022-06-01,2022-06-02,EWR,DEN,322.6,false,1,1622.0,false,1,4,6,3
2022-07-31,2022-09-13,ORD,BOS,328.6,true,7,862.0,false,44,2,9,0
2022-07-06,2022-07-15,OAK,ATL,238.58,false,0,2439.0,false,9,5,7,3
2022-08-10,2022-09-05,JFK,DEN,601.6,false,9,1694.0,false,26,1,9,3
2022-07-06,2022-08-24,LAX,IAD,297.1,false,1,2403.0,false,49,3,8,3
2022-06-03,2022-07-30,JFK,PHL,511.61,false,9,1429.0,false,57,6,7,5
2022-09-01,2022-09-13,PHL,EWR,376.2,false,2,1429.0,false,12,2,9,4
2022-06-16,2022-07-16,DFW,CLT,478.59,false,2,1149.0,false,30,6,7,4
2022-07-22,2022-09-07,OAK,BOS,507.1,false,7,3159.0,false,47,3,9,5
2022-07-25,2022-08-10,PHL,EWR,480.6,false,7,1392.0,false,16,3,8,1
2022-07-11,2022-08-13,MIA,LAX,288.6,true,7,2339.0,false,33,6,8,1
2022-07-12,2022-08-13,LAX,BOS,368.6,false,3,2794.0,false,32,6,8,2
2022-08-08,2022-09-19,LGA,LAX,456.6,false,7,2516.0,false,42,1,9,1
2022-09-20,2022-09-22,DEN,ORD,259.6,true,4,903.0,false,2,4,9,2
2022-09-16,2022-11-02,ORD,BOS,78.6,true,9,862.0,true,47,3,11,5
2022-07-15,2022-07-22,LAX,OAK,448.98,false,1,1378.0,false,7,5,7,5
2022-09-17,2022-10-01,LGA,ORD,118.6,true,9,720.0,true,14,6,10,6
2022-05-20,2022-06-15,DEN,DTW,548.6,false,7,1645.0,false,26,3,6,5
2022-09-08,2022-10-08,JFK,MIA,736.11,false,2,1917.0,false,30,6,10,4
2022-06-22,2022-08-03,LAX,ATL,448.6,false,9,2074.0,false,42,3,8,3
2022-07-26,2022-08-08,ATL,BOS,521.61,false,9,947.0,false,13,1,8,2
2022-05-21,2022-06-14,PHL,OAK,572.71,false,3,2755.0,false,24,2,6,6
2022-06-19,2022-08-11,OAK,LAX,126.58,false,0,1432.0,false,53,4,8,0
2022-09-03,2022-09-20,DFW,EWR,137.6,false,9,1652.0,true,17,2,9,6
2022-07-24,2022-09-12,SFO,LAX,43.6,true,7,339.0,false,50,1,9,0
2022-06-17,2022-07-19,DFW,EWR,248.6,false,6,1487.0,false,32,2,7,5
2022-09-08,2022-09-30,EWR,IAD,405.1,false,7,872.0,false,22,5,9,4
2022-07-13,2022-08-30,SFO,DEN,356.6,false,9,1205.0,false,48,2,8,3
2022-08-22,2022-09-11,ATL,BOS,241.6,false,5,947.0,false,20,0,9,1
2022-08-06,2022-08-19,DTW,SFO,321.6,false,1,2096.0,false,13,5,8,6
2022-04-21,2022-06-04,MIA,OAK,377.21,false,9,2674.0,true,44,6,6,4
2022-08-20,2022-09-09,OAK,ORD,581.6,false,6,1839.0,false,20,5,9,6
2022-06-09,2022-07-06,LGA,OAK,950.11,false,7,3115.0,false,27,3,7,4
2022-07-08,2022-08-18,IAD,MIA,252.1,false,5,979.0,false,41,4,8,5
2022-07-08,2022-08-08,DTW,SFO,657.6,false,7,2087.0,false,31,1,8,5
2022-07-22,2022-07-23,LAX,IAD,379.6,false,9,2679.0,false,1,6,7,5
2022-06-11,2022-06-18,ATL,LGA,232.58,false,0,762.0,false,7,6,6,6
2022-04-16,2022-04-20,ORD,IAD,250.6,false,1,631.0,false,4,3,4,6
2022-09-25,2022-11-04,LGA,IAD,466.6,false,9,392.0,false,40,5,11,0
2022-09-10,2022-10-25,BOS,ORD,111.6,false,7,1000.0,true,45,2,10,6
2022-08-08,2022-09-06,LAX,EWR,681.6,false,9,2543.0,false,29,2,9,1
2022-05-06,2022-05-15,LAX,LGA,461.58,false,0,2573.0,false,9,0,5,5
2022-06-13,2022-07-14,DEN,IAD,248.6,true,7,1473.0,false,31,4,7,1
2022-05-08,2022-06-20,LAX,JFK,422.6,false,6,3443.0,false,43,1,6,0
2022-07-08,2022-08-23,ATL,OAK,539.1,false,9,2683.0,false,46,2,8,5
2022-10-04,2022-11-14,LAX,CLT,215.6,false,3,2266.0,false,41,1,11,2
2022-06-28,2022-07-22,LGA,LAX,312.6,false,2,2669.0,false,24,5,7,2
2022-04-17,2022-06-09,ORD,ATL,191.58,false,0,844.0,false,53,4,6,0
